tweet_id	retweet_count	favorite_count
809084759137812480	3892	14265
808838249661788160	3375	10903
808733504066486276	2407	8535
808501579447930884	2891	12192
808344865868283904	23077	45899
808134635716833280	6628	0
808106460588765185	2433	9405
808001312164028416	3931	13579
807621403335917568	4102	15743
807106840509214720	60238	121696
807059379405148160	8166	0
807010152071229440	4244	14071
806629075125202948	38822	81215
806620845233815552	6139	0
806576416489959424	2135	5235
806542213899489280	2632	11027
806242860592926720	13024	0
806219024703037440	1335	6927
805958939288408065	5987	0
805932879469572096	2122	8933
805826884734976000	2037	7113
805823200554876929	8963	0
805520635690676224	1839	6195
805487436403003392	2818	9470
805207613751304193	1895	8414
804738756058218496	4284	14855
804475857670639616	2233	6653
804413760345620481	3578	0
804026241225523202	18040	48257
803773340896923648	3086	10854
803692223237865472	8269	0
803638050916102144	4613	11887
803380650405482500	2069	8379
803321560782307329	5919	0
803276597545603072	2753	10845
802952499103731712	2235	9762
802624713319034886	3258	0
802600418706604034	1635	7696
802572683846291456	2790	9668
802323869084381190	6511	17578
802265048156610565	1515	6921
802239329049477120	2899	9809
802185808107208704	297	0
801958328846974976	1902	8343
801854953262350336	261	1906
801538201127157760	2293	8865
801285448605831168	924	6556
801167903437357056	6628	26513
801127390143516673	4429	0
801115127852503040	2325	8745
800859414831898624	107	745
800855607700029440	1812	0
800751577355128832	3090	11363
800513324630806528	3350	14217
800459316964663297	2400	10223
800443802682937345	4805	0
800388270626521089	3125	12055
800188575492947969	4392	0
800141422401830912	2848	16548
800018252395122689	14665	30715
799774291445383169	5223	0
799757965289017345	2408	9088
799422933579902976	2128	8697
799308762079035393	6175	0
799297110730567681	3087	10730
799063482566066176	2738	8763
798933969379225600	4989	14253
798925684722855936	1600	8045
798705661114773508	7370	0
798701998996647937	8702	0
798697898615730177	7241	0
798694562394996736	5527	0
798686750113755136	2590	0
798682547630837760	5262	0
798673117451325440	6192	0
798665375516884993	4323	0
798644042770751489	2061	0
798628517273620480	2190	0
798585098161549313	6360	0
798576900688019456	6537	0
798340744599797760	3744	0
798209839306514432	2841	11239
797971864723324932	3494	12620
797545162159308800	5411	15698
797236660651966464	7391	21673
797165961484890113	29	248
796904159865868288	9920	0
796865951799083009	2118	8311
796759840936919040	3406	12859
796563435802726400	8144	0
796484825502875648	1959	8213
796387464403357696	4639	11918
796177847564038144	15932	0
796149749086875649	15932	35029
796125600683540480	1985	5348
796116448414461957	2699	9840
796080075804475393	2580	9140
796031486298386433	4108	11704
795464331001561088	26524	53964
795400264262053889	3191	10934
795076730285391872	6037	17580
794983741416415232	3753	0
794926597468000259	2579	11133
794355576146903043	11463	0
794332329137291264	2943	10355
794205286408003585	3685	9961
793962221541933056	5449	18231
793845145112371200	2094	9964
793614319594401792	3481	0
793601777308463104	1822	8638
793500921481273345	2657	11586
793286476301799424	10260	26666
793271401113350145	2635	9368
793256262322548741	9283	21640
793241302385262592	3655	11396
793226087023144960	3189	10653
793210959003287553	3136	9670
793195938047070209	6266	16536
793180763617361921	2217	7498
793165685325201412	3096	10178
793150605191548928	1899	6684
793135492858580992	2778	7003
793120401413079041	4352	13738
792913359805018113	4479	15547
792883833364439040	4753	12247
792773781206999040	1871	7955
792394556390137856	4769	14593
792050063153438720	2001	7778
791821351946420224	23404	0
791784077045166082	10740	0
791780927877898241	4225	0
791774931465953280	24702	48854
791672322847637504	3481	12729
791406955684368384	4583	14212
791312159183634433	2827	9513
791026214425268224	4580	0
790987426131050500	2381	10706
790946055508652032	5226	17967
790723298204217344	2587	0
790698755171364864	2123	8867
790581949425475584	7990	22387
790337589677002753	2078	8466
790277117346975746	3566	13581
790227638568808452	3980	0
789986466051088384	2587	10004
789960241177853952	4628	0
789903600034189313	4596	11251
789628658055020548	1982	8146
789599242079838210	2159	7333
789530877013393408	3753	12742
789314372632018944	2562	9312
789280767834746880	5506	0
789268448748703744	2876	9858
789137962068021249	3107	10504
788908386943430656	13782	29636
788765914992902144	11463	29666
788552643979468800	8026	0
788412144018661376	5891	16862
788178268662984705	2360	7829
788150585577050112	1448	6650
788070120937619456	3800	0
788039637453406209	1478	6651
787810552592695296	3393	9385
787717603741622272	3094	11049
787397959788929025	3150	11731
787322443945877504	1937	8420
787111942498508800	7452	0
786963064373534720	8891	28741
786729988674449408	2689	0
786709082849828864	6768	19668
786664955043049472	2858	11532
786595970293370880	3445	10167
786363235746385920	3898	11796
786286427768250368	3177	8629
786233965241827333	5307	16551
786051337297522688	171	1553
786036967502913536	7862	0
785927819176054784	3517	12270
785872687017132033	2025	7223
785639753186217984	2463	8446
785533386513321988	2234	9854
785515384317313025	1397	6592
785264754247995392	1820	7843
785170936622350336	5404	13076
784826020293709826	3578	10947
784517518371221505	2817	9690
784431430411685888	1421	6153
784183165795655680	8963	21726
784057939640352768	12375	32303
783839966405230592	12000	32472
783821107061198850	2181	7948
783695101801398276	3575	11282
783466772167098368	2502	9124
783391753726550016	6118	18222
783347506784731136	6227	0
783334639985389568	13024	31573
783085703974514689	2463	8786
782969140009107456	8166	26031
782747134529531904	1549	8060
782722598790725632	5987	18630
782598640137187329	2084	8393
782305867769217024	6173	17985
782021823840026624	6932	0
781955203444699136	3725	11984
781661882474196992	2997	11266
781655249211752448	1244	4320
781524693396357120	6139	22379
781308096455073793	2822	7697
781251288990355457	2326	9093
781163403222056960	3019	10528
780931614150983680	8144	23326
780858289093574656	2209	7756
780800785462489090	1439	5945
780601303617732608	3688	13029
780543529827336192	1917	6788
780496263422808064	4117	0
780476555013349377	129	0
780459368902959104	1179	5694
780192070812196864	2477	9390
780092040432480260	2548	0
780074436359819264	5539	13200
779834332596887552	7862	20492
779377524342161408	3445	9506
779124354206535695	20371	0
779123168116150273	4030	12717
779056095788752897	5006	15952
778990705243029504	8067	21599
778774459159379968	11032	0
778764940568104960	406	921
778748913645780993	1477	7436
778650543019483137	1653	6223
778624900596654080	1122	5015
778408200802557953	4818	14698
778396591732486144	13543	0
778383385161035776	1218	6289
778286810187399168	3668	11197
778039087836069888	2914	9131
778027034220126208	1799	7067
777953400541634568	3895	0
777885040357281792	1818	6849
777684233540206592	3258	12092
777641927919427584	4696	0
777621514455814149	2755	9447
777189768882946048	4792	15410
776819012571455488	15186	0
776813020089548800	1339	5252
776477788987613185	3100	9541
776249906839351296	10133	0
776218204058357768	17641	32320
776201521193218049	2784	10325
776113305656188928	4805	12652
776088319444877312	167	1977
775898661951791106	17376	0
775842724423557120	2964	12609
775733305207554048	4429	14876
775729183532220416	5047	13894
775364825476165632	3297	8002
775350846108426240	4321	10919
775085132600442880	5223	16716
774757898236878852	1954	9179
774639387460112384	1918	7221
774314403806253056	6175	23402
773985732834758656	4291	11550
773922284943896577	1914	6880
773704687002451968	1807	7097
773670353721753600	1431	5723
773547596996571136	6804	23711
773336787167145985	5622	0
773308824254029826	8241	24968
773247561583001600	3543	10117
773191612633579521	4533	10741
772877495989305348	4282	9233
772826264096874500	2564	8568
772615324260794368	3711	0
772581559778025472	1863	6956
772193107915964416	1526	6454
772152991789019136	1236	4057
772117678702071809	804	4026
772114945936949249	520	2912
772102971039580160	1017	4310
771908950375665664	2091	7064
771770456517009408	3744	12899
771500966810099713	2885	8883
771380798096281600	5622	11310
771171053431250945	8333	0
771136648247640064	3226	9877
771102124360998913	1576	6694
771014301343748096	1824	7378
770787852854652928	1348	5330
770772759874076672	1560	5572
770655142660169732	1917	7869
770414278348247044	2268	6757
770293558247038976	1642	6699
770093767776997377	3343	0
770069151037685760	2536	8139
769940425801170949	10625	33777
769695466921623552	1831	6867
769335591808995329	8447	0
769212283578875904	1886	5784
768970937022709760	7199	15471
768909767477751808	2980	0
768855141948723200	980	4502
768609597686943744	1335	4417
768596291618299904	1404	5391
768554158521745409	6397	0
768473857036525572	3774	14622
768193404517830656	3895	11699
767884188863397888	1544	5096
767754930266464257	5919	17199
767500508068192258	2561	8035
767191397493538821	4196	13175
767122157629476866	3140	10866
766864461642756096	6227	0
766793450729734144	1492	5452
766714921925144576	423	2791
766693177336135680	867	4324
766423258543644672	1754	6457
766313316352462849	2071	7274
766078092750233600	2850	0
766069199026450432	956	4593
766008592277377025	540	4005
765719909049503744	2370	7765
765669560888528897	1336	5566
765395769549590528	3722	28264
765371061932261376	2366	7602
765222098633691136	3711	12455
764857477905154048	1947	6885
764259802650378240	1667	6483
763956972077010945	59	792
763837565564780549	4580	13537
763183847194451968	1619	5798
763167063695355904	3314	0
763103485927849985	2495	7886
762699858130116608	3980	13046
762471784394268675	7137	12105
762464539388485633	4628	11079
762316489655476224	1235	5169
762035686371364864	17131	34281
761976711479193600	2214	5797
761750502866649088	4328	0
761745352076779520	939	4553
761672994376806400	31814	53028
761599872357261312	1291	4422
761371037149827077	19679	0
761334018830917632	1596	5580
761292947749015552	1208	4789
761227390836215808	1706	5702
761004547850530816	3800	12085
760893934457552897	1065	4089
760656994973933572	2110	7073
760641137271070720	1412	5302
760539183865880579	3972	8109
760521673607086080	1535	4526
760290219849637889	12586	28683
760252756032651264	947	4214
760190180481531904	1989	6095
760153949710192640	35	0
759943073749200896	2296	6353
759923798737051648	6227	15710
759846353224826880	2176	7200
759793422261743616	2088	6375
759566828574212096	23167	0
759557299618865152	1285	5034
759447681597108224	2689	9084
759446261539934208	534	1790
759197388317847553	2124	6485
759159934323924993	1283	0
759099523532779520	4581	15556
759047813560868866	2210	6979
758854675097526272	977	3799
758828659922702336	4190	11944
758740312047005698	1752	6126
758474966123810816	1085	4094
758467244762497024	2439	5139
758405701903519748	2107	5564
758355060040593408	1190	3672
758099635764359168	11032	20508
758041019896193024	412	2898
757741869644341248	3563	7361
757729163776290825	8878	0
757725642876129280	1335	4837
757611664640446465	1224	4863
757597904299253760	320	0
757596066325864448	1163	4645
757400162377592832	7471	16193
757393109802180609	1912	6240
757354760399941633	1554	4826
756998049151549440	2176	6694
756939218950160384	2197	7104
756651752796094464	1443	5416
756526248105566208	3958	11120
756303284449767430	1185	4222
756288534030475264	19144	45670
756275833623502848	1679	6879
755955933503782912	3156	7847
755206590534418437	5880	17610
755110668769038337	12103	22671
754874841593970688	8781	0
754856583969079297	2762	7340
754747087846248448	572	2751
754482103782404096	2133	5671
754449512966619136	803	3999
754120377874386944	2551	8363
753655901052166144	2382	6248
753420520834629632	3893	8447
753398408988139520	2099	6190
753375668877008896	2548	8146
753298634498793472	6311	0
753294487569522689	1138	3632
753039830821511168	22894	39611
753026973505581056	1062	4156
752932432744185856	7452	13472
752917284578922496	1717	7353
752701944171524096	3151	0
752682090207055872	1757	6413
752660715232722944	1721	4711
752568224206688256	2497	5918
752519690950500352	3759	7881
752334515931054080	1202	4075
752309394570878976	18210	0
752173152931807232	2019	6357
751950017322246144	1017	3286
751937170840121344	1465	5570
751830394383790080	2137	6192
751793661361422336	3189	6251
751598357617971201	3311	8425
751583847268179968	1219	4708
751538714308972544	1387	5378
751456908746354688	1087	3417
751251247299190784	6407	13321
751205363882532864	2002	6733
751132876104687617	1426	5416
750868782890057730	1515	5096
750719632563142656	5506	14077
750506206503038976	1256	4742
750429297815552001	4696	14065
750383411068534784	1237	4832
750381685133418496	33	736
750147208377409536	1056	3302
750132105863102464	1385	3871
750117059602808832	1418	4609
750101899009982464	918	3237
750086836815486976	593	2314
750071704093859840	3638	8371
750056684286914561	973	3343
750041628174217216	674	3386
750026558547456000	861	2889
750011400160841729	995	3462
749996283729883136	880	3226
749981277374128128	2673	5450
749774190421639168	1429	4948
749417653287129088	1819	6502
749403093750648834	598	2799
749395845976588288	3778	9169
749317047558017024	2415	5852
749075273010798592	2253	6141
749064354620928000	1641	5097
749036806121881602	849	3291
748977405889503236	3710	11415
748932637671223296	2460	6217
748705597323898880	1030	2940
748699167502000129	1743	5038
748692773788876800	1447	4511
748575535303884801	2173	6453
748568946752774144	729	2323
748346686624440324	1343	5569
748337862848962560	4491	8183
748324050481647620	835	3943
748307329658011649	777	3898
748220828303695873	8473	15024
747963614829678593	2337	6162
747933425676525569	2777	7056
747885874273214464	1075	3140
747844099428986880	813	2984
747816857231626240	1267	5158
747651430853525504	171	1467
747648653817413632	6351	13711
747600769478692864	596	2465
747594051852075008	1147	3920
747512671126323200	1723	5900
747461612269887489	1125	4112
747439450712596480	2092	5768
747242308580548608	3132	0
747219827526344708	1720	5615
747204161125646336	999	3593
747103485104099331	4348	10176
746906459439529985	325	3070
746872823977771008	2334	6364
746818907684614144	1871	5634
746790600704425984	1726	5175
746757706116112384	4225	10157
746726898085036033	1941	6414
746542875601690625	2026	5346
746521445350707200	1066	0
746507379341139972	1173	4916
746369468511756288	1793	6555
746131877086527488	2390	7330
746056683365994496	891	3772
745789745784041472	1157	4289
745712589599014916	2522	7415
745433870967832576	2761	7538
745422732645535745	2637	9106
745314880350101504	3009	7599
745074613265149952	3821	8315
745057283344719872	2470	7678
744995568523612160	677	3160
744971049620602880	2920	8360
744709971296780288	1688	5935
744334592493166593	2317	7181
744234799360020481	84546	164764
744223424764059648	404	1804
743980027717509120	1179	4400
743895849529389061	1034	3866
743835915802583040	2266	0
743609206067040256	1494	4753
743595368194129920	7107	19571
743545585370791937	1015	3738
743510151680958465	3999	8374
743253157753532416	1311	4488
743222593470234624	2060	6565
743210557239623680	1474	4062
742534281772302336	3850	7465
742528092657332225	2157	4704
742465774154047488	4207	7681
742423170473463808	4117	10425
742385895052087300	2158	7202
742161199639494656	1487	4592
742150209887731712	1690	5450
741793263812808706	1637	4829
741743634094141440	2995	8660
741438259667034112	905	3884
741303864243200000	3500	9283
741099773336379392	6003	10639
741067306818797568	3343	9997
740995100998766593	2996	6783
740711788199743490	1007	3606
740699697422163968	842	2998
740676976021798912	7370	19212
740373189193256964	14396	36815
740365076218183684	472	2627
740359016048689152	924	3498
740214038584557568	2130	7090
739979191639244800	6397	21129
739932936087216128	1168	4294
739844404073074688	921	4015
739623569819336705	1471	4032
739606147276148736	1794	5700
739544079319588864	23167	42044
739485634323156992	3178	7615
739238157791694849	62770	122229
738891149612572673	6	113
738885046782832640	1236	3992
738883359779196928	880	3539
738537504001953792	1691	5396
738402415918125056	918	3457
738184450748633089	1313	4564
738166403467907072	3690	9306
738156290900254721	709	2681
737826014890496000	1909	5572
737800304142471168	3745	10565
737678689543020544	1450	5332
737445876994609152	4825	10910
737322739594330112	876	3816
737310737551491075	8010	15540
736736130620620800	1874	4578
736392552031657984	8026	18766
736365877722001409	1354	4224
736225175608430592	2987	8601
736010884653420544	3222	8368
735991953473572864	1240	3814
735648611367784448	1182	4242
735635087207878657	2554	6539
735274964362878976	5476	13764
735256018284875776	957	3536
735137028879360001	1047	3317
734912297295085568	556	2895
734787690684657664	6793	13284
734776360183431168	584	2650
734559631394082816	427	1575
